series_name,episode_name,episode_number,episode_season,rating,total_votes,description
Game of Thrones,The North Remembers,1,2,8.6,32355,"
Tyrion arrives at King's Landing to take his father's place as Hand of the King. Stannis Baratheon plans to take the Iron Throne for his own. Robb tries to decide his next move in the war. The Night's Watch arrive at the house of Craster.    "
Game of Thrones,The Night Lands,2,2,8.4,30636,"
Arya makes friends with Gendry. Tyrion tries to take control of the Small Council. Theon arrives at his home, Pyke, in order to persuade his father into helping Robb with the war. Jon tries to investigate Craster's secret.    "
Game of Thrones,What Is Dead May Never Die,3,2,8.7,30299,"
Tyrion tries to see who he can trust in the Small Council. Catelyn visits Renly to try and persuade him to join Robb in the war. Theon must decide if his loyalties lie with his own family or with Robb.    "
Game of Thrones,Garden of Bones,4,2,8.6,29404,"
Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.    "
Game of Thrones,The Ghost of Harrenhal,5,2,8.6,29541,"
Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.    "
Game of Thrones,The Old Gods and the New,6,2,8.9,30785,"
Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.    "
Game of Thrones,A Man Without Honor,7,2,8.8,29971,"
Bran and Rickon have escaped Winterfell. Theon tries to hunt them down. Daenerys' dragons have been stolen. Jon travels through the wilderness with Ygritte as his prisoner. Sansa has bled and is now ready to have Joffrey's children.    "
Game of Thrones,The Prince of Winterfell,8,2,8.6,29623,"
Stannis is just days from King's Landing. Tyrion prepares for his arrival. Jon and Qhorin are taken prisoner by the wildlings. Catelyn is arrested for releasing Jaime. Arya, Gendry, and Hot Pie plan to escape from Harrenhal.    "
Game of Thrones,Blackwater,9,2,9.6,50823,"
Stannis Baratheon's fleet and army arrive at King's Landing and the battle for the city begins. Cersei plans for her and her children's future.    "
Game of Thrones,Valar Morghulis,10,2,9.3,36092,"
Joffrey puts Sansa aside for Margaery Tyrell. Robb marries Talisa Maegyr. Jon prepares to meet Mance Rayder. Arya says farewell to Jaqen H'ghar. Daenerys tries to rescue her dragons.    "
Game of Thrones,Valar Dohaeris,1,3,8.6,31724,"
Jon is brought before Mance Rayder, the King Beyond the Wall, while the Night's Watch survivors retreat south. In King's Landing, Tyrion asks for his reward. Littlefinger offers Sansa a way out.    "
Game of Thrones,"Dark Wings, Dark Words",2,3,8.5,29182,"
Bran and company meet Jojen and Meera Reed. Arya, Gendry, and Hot Pie meet the Brotherhood. Jaime travels through the wilderness with Brienne. Sansa confesses her true feelings about Joffery to Margaery.    "
Game of Thrones,Walk of Punishment,3,3,8.7,29490,"
Robb and Catelyn arrive at Riverrun for Lord Hoster Tully's funeral. Tywin names Tyrion the new Master of Coin. Arya says goodbye to Hot Pie. The Night's Watch returns to Craster's. Brienne and Jaime are taken prisoner.    "
Game of Thrones,And Now His Watch Is Ended,4,3,9.5,39747,"
Jaime mopes over his lost hand. Cersei is growing uncomfortable with the Tyrells. The Night's Watch is growing impatient with Craster. Daenerys buys the Unsullied.    "
Game of Thrones,Kissed by Fire,5,3,8.9,30283,"
Robb's army is falling apart. Jaime reveals a story, to Brienne, that he has never told anyone. Jon breaks his vows. The Hound is granted his freedom. The Lannisters hatch a new plan.    "
Game of Thrones,The Climb,6,3,8.7,29900,"
Jon and the wildlings scale the Wall. The Brotherhood sells Gendry to Melisandre. Robb does what he can to win back the Freys. Tyrion tells Sansa about their engagement.    "
Game of Thrones,The Bear and the Maiden Fair,7,3,8.6,29006,"
Jon and the wildlings travel south of the Wall. Talisa tells Robb that she's pregnant. Arya runs away from the Brotherhood. Daenerys arrives at Yunkai. Jaime leaves Brienne behind at Harrenhal.    "
Game of Thrones,Second Sons,8,3,8.9,29701,"
Daenerys tries to persuade the Second Sons to join her against Yunkai. Stannis releases Davos from the dungeons. Sam and Gilly are attacked by a White Walker. Sansa and Tyrion wed.    "
Game of Thrones,The Rains of Castamere,9,3,9.9,110369,"
Robb and Catelyn arrive at the Twins for the wedding. Jon is put to the test to see where his loyalties truly lie. Bran's group decides to split up. Daenerys plans an invasion of Yunkai.    "
Game of Thrones,Mhysa,10,3,9.1,33321,"
Bran and company travel beyond the Wall. Sam returns to Castle Black. Jon says goodbye to Ygritte. Jaime returns to King's Landing. The Night's Watch asks for help from Stannis.    "
Game of Thrones,Two Swords,1,4,9,36573,"
Tyrion welcomes a guest to King's Landing. At Castle Black, Jon stands trial. Daenerys is pointed to Meereen, the mother of all slave cities. Arya runs into an old enemy.    "
Game of Thrones,The Lion and the Rose,2,4,9.7,56896,"
Joffrey and Margaery's wedding has come. Tyrion breaks up with Shae. Ramsay tries to prove his worth to his father. Bran and company find a Weirwood tree.    "
Game of Thrones,Breaker of Chains,3,4,8.7,31536,"
Tyrion is arrested for the murder of Joffrey and awaits trial. Sansa escapes King's Landing. Sam sends Gilly to Mole's Town as the Night's Watch finds itself in a tight spot. Meereen challenges Daenerys.    "
Game of Thrones,Oathkeeper,4,4,8.7,30382,"
Jaime entrusts a task to Brienne. Daenerys frees Meereen. Jon is given permission to lead a group of Night's Watchmen to Craster's Keep. Bran and company are taken hostage.    "
Game of Thrones,First of His Name,5,4,8.6,29632,"
Tommen is crowned King of the Seven Kingdoms. Cersei builds her case against Tyrion. Sansa and Lord Baelish arrive at the Eyrie. The Night's Watch attacks Craster's Keep.    "
Game of Thrones,The Laws of Gods and Men,6,4,9.7,54737,"
Tyrion's trial has come. Yara and her troops storm the Dreadfort to free Theon. Daenerys meets Hizdar zo Loraq. Stannis makes a deal with the Iron Bank of Braavos.    "
Game of Thrones,Mockingbird,7,4,9,32674,"
Tyrion tries to find a champion. Daenerys sleeps with Daario. The Hound becomes wounded. Jon's advice is ignored at Castle Black. Brienne and Podrick receive a tip on Arya's whereabouts.    "
Game of Thrones,The Mountain and the Viper,8,4,9.7,56752,"
Theon helps Ramsay seize Moat Cailin. The wildlings attack Mole's Town. Sansa comes up with a story to protect Lord Baelish. Daenerys finds out a secret about Jorah Mormont. Oberyn Martell faces Gregor Clegane, the Mountain.    "
Game of Thrones,The Watchers on the Wall,9,4,9.6,49518,"
The battle between the Night's Watch and the wildlings has come.    "
Game of Thrones,The Children,10,4,9.6,48608,"
Jon makes an important decision. Daenerys experiences new consequences. Brienne and Podrick have an unexpected encounter. Bran achieves a goal, while Tyrion makes an important discovery.    "
Game of Thrones,The Wars to Come,1,5,8.3,32040,"
Cersei and Jaime adjust to a world without Tywin. Tyrion and Varys arrive at Pentos. In Meereen, a new enemy emerges. Jon is caught between two kings.    "
Game of Thrones,The House of Black and White,2,5,8.3,28899,"
Arya arrives in Braavos. Jaime takes on a secret mission. Ellaria Sand seeks revenge for Oberyn's death. Stannis makes Jon a generous offer as the Night's Watch elects a new Lord Commander. Daenerys is faced with a difficult decision.    "
Game of Thrones,High Sparrow,3,5,8.4,28069,"
Tommen and Margaery wed. Arya has trouble adapting to her new life. Littlefinger reveals his plans to Sansa. Jon gives his first orders as Lord Commander. Tyrion and Varys arrive in Volantis.    "
Game of Thrones,Sons of the Harpy,4,5,8.5,28777,"
Jorah Mormont sets sail alongside his prisoner, Tyrion. Cersei makes a move against the Tyrells. Jaime and Bronn sneak into Dorne. Ellaria and the Sand Snakes make their plans. Melisandre tempts Jon. The Harpies attack.    "
Game of Thrones,Kill the Boy,5,5,8.5,28941,"
Daenerys arrests the heads of Meereen's great families. Jon makes a difficult decision. Theon is forced to face Sansa. Stannis rides south. Tyrion and Jorah enter the ruins of Old Valyria.    "
Game of Thrones,"Unbowed, Unbent, Unbroken",6,5,7.9,32359,"
Arya is put to the test. Tyrion and Jorah are captured by slavers. Loras Tyrell is judged by the Sparrows. Jaime and Bronn face the Sand Snakes. Sansa marries Ramsay Bolton.    "
Game of Thrones,The Gift,7,5,8.8,31270,"
Jon heads east as trouble begins to stir for Sam and Gilly at Castle Black. Sansa asks Theon for help. Tyrion and Jorah are sold as slaves. Cersei savors her triumph over the Tyrells as new plots are developed in the shadows.    "
Game of Thrones,Hardhome,8,5,9.8,103783,"
Tyrion advises Daenerys. Sansa forces Theon to tell her a secret. Cersei remains stubborn. Arya meets her first target. Jon and Tormund meet with the wildling elders.    "
Game of Thrones,The Dance of Dragons,9,5,9.4,45875,"
Jon and the wildlings return to Castle Black. Jaime meets with Doran Martell. Stannis makes a hard choice. Arya runs into Meryn Trant. Daenerys attends the grand reopening of the fighting pits.    "
Game of Thrones,Mother's Mercy,10,5,9.1,44625,"
Stannis arrives at Winterfell. Tyrion runs Meereen as Daario and Jorah go after Daenerys. Jaime and Myrcella leave Dorne. Jon sends Sam and Gilly to Oldtown. Arya challenges the Many-Faced God. Cersei confesses her sins.    "
Game of Thrones,The Red Woman,1,6,8.4,41625,"
The fate of Jon Snow is revealed. Daenerys is brought before Khal Moro. Tyrion gets used to living in Meereen. Ramsay sends his dogs after Theon and Sansa. Ellaria and the Sand Snakes make their move. Cersei mourns for Myrcella.    "
Game of Thrones,Home,2,6,9.3,48602,"
Bran trains with the Three-Eyed Raven. Tommen meets with Cersei. Tyrion makes a bold move. Theon leaves while at Pyke new issues arise. Ramsay's brother is born. Davos asks Melisandre for a miracle.    "
